"id	gen	sp	en	rec	cnt	lat	lng	type	lic"
"148920	Asio	otus	Long-eared Owl	Patrik berg	Spain	41.1071	-4.9553	Wingflap, call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"148921	Asio	otus	Long-eared Owl	Patrik berg	Spain	41.1071	-4.9553	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"181757	Asio	otus	Long-eared Owl	Richard Dunn	United Kingdom	55.0162	-1.5323	juvenile	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"181758	Asio	otus	Long-eared Owl	Richard Dunn	United Kingdom	55.0162	-1.5323	juvenile	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"145568	Athene	noctua	Little Owl	Patrik berg	United Kingdom	54.9357	-1.9382	alarm call, begging call, juvenile	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"145569	Athene	noctua	Little Owl	Patrik berg	United Kingdom	54.9357	-1.9382	alarm call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"140835	Athene	noctua	Little Owl	Marcin Soowiej	Poland	54.0967	15.4357	call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"181766	Athene	noctua	Little Owl	Antoni Knychaa	Poland	51.4128	17.0224	alarm call, juvenile, male, song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"121557	Athene	noctua	Little Owl	david m	United Kingdom	54.1233	-0.5692	call, female, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"121558	Athene	noctua	Little Owl	david m	United Kingdom	54.1233	-0.5692	call, female, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"121559	Athene	noctua	Little Owl	david m	United Kingdom	54.1233	-0.5692	call, female, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"24920	Athene	noctua	Little Owl	Stuart Fisher	United Kingdom	51.382	-0.1523	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"28989	Athene	noctua	Little Owl	Stuart Fisher	United Kingdom	50.5889	-2.0228	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"145566	Athene	noctua	Little Owl	Patrik berg	United Kingdom	54.9357	-1.9382	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"102816	Aythya	ferina	Common Pochard	Jarek Matusiak	Poland	51.3478	23.0509	call female	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"102817	Aythya	ferina	Common Pochard	Jarek Matusiak	Poland	51.3478	23.0509	call female	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"138178	Aythya	ferina	Common Pochard	Fernand DEROUSSEN	France	46.8072	1.2197	parades mles, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"102819	Aythya	ferina	Common Pochard	Jarek Matusiak	Poland	51.3478	23.0509	song and calls of males and females	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"97766	Aythya	ferina	Common Pochard	Herman van der Meer	Netherlands	52.1278	4.3178	flight call, male	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"184457	Aythya	ferina	Common Pochard	Jarek Matusiak	Poland	51.348	23.051	alarm call, female, juvenile	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"100882	Aythya	ferina	Common Pochard	Rudo Jureek	Slovakia	48.416	16.976	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"44719	Aythya	ferina	Common Pochard	Stuart Fisher	United Kingdom	51.5031	-0.1334	calls of a female followed by quiet calls of a drake	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"100624	Aythya	ferina	Common Pochard	Rudo Jureek	Slovakia	48.416	16.976	courtship calls	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"164146	Aythya	ferina	Common Pochard	Tero Linjama	Morocco	34.275	-6.5463	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"83972	Aythya	fuligula	Tufted Duck	Patrik berg	Iceland	65.5834	-17.01	Call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"167721	Aythya	fuligula	Tufted Duck	Herman van der Meer	Netherlands	52.1289	4.3151	female, flight call	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"111191	Aythya	fuligula	Tufted Duck	Elias A Ryberg	Norway			call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"35211	Aythya	fuligula	Tufted Duck	Sander Bot	Netherlands	53.0476	5.4034	Pair in flight, call produced by male.	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"138253	Aythya	fuligula	Tufted Duck	Fernand DEROUSSEN	Iceland	65.6068	-16.9478	alarm call, female	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"138831	Aythya	fuligula	Tufted Duck	Albert Lastukhin	Russian Federation	54.8609	46.5739	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"138103	Aythya	fuligula	Tufted Duck	Stein . Nilsen	Norway	69.1841	19.0663	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"78136	Aythya	fuligula	Tufted Duck	Volker Arnold	Germany	54.174	9.131	calls of a male	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"25082	Aythya	fuligula	Tufted Duck	Niels Krabbe	Finland	65.0167	25.4501	call when flushed	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"43582	Aythya	fuligula	Tufted Duck	Stuart Fisher	United Kingdom	52.8153	0.3123	Pair calls	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"92481	Bombycilla	garrulus	Bohemian Waxwing	Alexander Lees	United Kingdom	52.673	1.292	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"113539	Bombycilla	garrulus	Bohemian Waxwing	Jarek Matusiak	Poland	52.4615	21.0729	female, male, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"144897	Bombycilla	garrulus	Bohemian Waxwing	Stein . Nilsen	Norway	69.5778	18.6401	flight call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"70376	Bombycilla	garrulus	Bohemian Waxwing	Stuart Fisher	United Kingdom	51.562	-0.006	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"153816	Bombycilla	garrulus	Bohemian Waxwing	Elias A. Ryberg	Norway	60.6426	11.1539	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"111347	Bombycilla	garrulus	Bohemian Waxwing	Stein . Nilsen	Norway	69.5778	18.6401	Song from flock	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"113684	Bombycilla	garrulus	Bohemian Waxwing	Graham Catley	United Kingdom	53.6463	-0.6839	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"170518	Bombycilla	garrulus	Bohemian Waxwing	Albert Lastukhin	Russian Federation	56.1545	47.2399	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"153176	Bombycilla	garrulus	Bohemian Waxwing	Elias A. Ryberg	Norway	60.8834	11.01	female, male, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"111348	Bombycilla	garrulus	Bohemian Waxwing	Stein . Nilsen	Norway	69.5778	18.6401	Song from flock	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"98800	Botaurus	stellaris	Eurasian Bittern	Tony Whitehead	United Kingdom	51.156	-2.802	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"101954	Botaurus	stellaris	Eurasian Bittern	Alexander Lees	United Kingdom	52.497	0.722	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"100296	Botaurus	stellaris	Eurasian Bittern	Niels Krabbe	Germany	54.9001	8.807	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"114314	Botaurus	stellaris	Eurasian Bittern	Herman van der Meer	Netherlands	52.1289	4.3151	male, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"42541	Botaurus	stellaris	Eurasian Bittern	Patrik berg	Sweden	58.5731	14.2489	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"42542	Botaurus	stellaris	Eurasian Bittern	Patrik berg	Sweden	58.5731	14.2489	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"175024	Botaurus	stellaris	Eurasian Bittern	Christoph Zockler	United Kingdom	52.3016	0.2678	drumming	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"171445	Botaurus	stellaris	Eurasian Bittern	Krzysztof Deoniziak	Poland	52.5535	17.1103	male, song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"25558	Botaurus	stellaris	Eurasian Bittern	Niels Krabbe	Denmark	55.7167	12.1834	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"100831	Botaurus	stellaris	Eurasian Bittern	Zdenk Vermouzek	Poland	53.2237	22.5976	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"149154	Branta	bernicla	Brant Goose	Fernand DEROUSSEN	France	48.8493	-3.0845	call	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"181189	Branta	bernicla	Brant Goose	Stein . Nilsen	Norway	78.2185	15.6479	call	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"24934	Branta	bernicla	Brant Goose	Stuart Fisher	United Kingdom	52.8153	0.3123	flight call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"176200	Branta	bernicla	Brant Goose	david m	United Kingdom	50.8425	-1.3075	call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"92977	Branta	bernicla	Brant Goose	Alexander Lees	United Kingdom	52.96	0.081	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"175571	Branta	bernicla	Brant Goose	david m	United Kingdom	50.8509	-1.3054	call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"175572	Branta	bernicla	Brant Goose	david m	United Kingdom	50.8509	-1.3054	call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"175574	Branta	bernicla	Brant Goose	david m	United Kingdom	50.8509	-1.3054	call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"37495	Branta	bernicla	Brant Goose	David Farrow	United Kingdom	52.65806	1.051941	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"66132	Branta	bernicla	Brant Goose	Jan-Kees Bossenbroek	Netherlands	51.474	4.217	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"29877	Branta	canadensis	Canada Goose	Stuart Fisher	United Kingdom	51.5806	-0.0556	calls of a pair	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"43587	Branta	canadensis	Canada Goose	Stuart Fisher	United Kingdom	51.5676	0.0451	calls of a group in flight	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"71452	Branta	canadensis	Canada Goose	Richard Dunn	United Kingdom	55.211	-1.603	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"24883	Branta	canadensis	Canada Goose	Stuart Fisher	United Kingdom	51.2887	-0.5267	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"176489	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8404	-1.304	alarm call, call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"176491	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8404	-1.304	alarm call, call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"30611	Branta	canadensis	Canada Goose	Stuart Fisher	United Kingdom	51.5806	-0.0556	calls of 2 birds feeding	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"95381	Branta	canadensis	Canada Goose	Herman van der Meer	Netherlands	52.127	4.326	flight call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"176233	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8425	-1.3075	call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"94584	Branta	canadensis	Canada Goose	Frank Lambert	United Kingdom	50.768	0.151	flight call	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"181369	Branta	canadensis	Canada Goose	Craig Brookes	United Kingdom	53.0562	-0.9509	call, flight call	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"176435	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8404	-1.304	call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"176476	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8509	-1.3054	alarm call, call, female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"35578	Branta	canadensis	Canada Goose	Arnold Meijer	Netherlands	52.1756	4.4003	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"176479	Branta	canadensis	Canada Goose	david m	United Kingdom	50.8509	-1.3054	alarm call, call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"99462	Branta	leucopsis	Barnacle Goose	Sander Bot	Netherlands	53.4714	6.1378	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"111559	Branta	leucopsis	Barnacle Goose	Richard Dunn	United Kingdom	55.632	-1.817	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"111560	Branta	leucopsis	Barnacle Goose	Richard Dunn	United Kingdom	55.632	-1.817	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"125322	Branta	leucopsis	Barnacle Goose	Jarek Matusiak	Estonia	58.7589	23.7373	call, flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"53807	Branta	leucopsis	Barnacle Goose	Niels Krabbe	Sweden	56.4334	12.5667	calls pair in flight	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"92473	Branta	leucopsis	Barnacle Goose	Alexander Lees	United Kingdom	54.994	-3.45	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"88826	Branta	leucopsis	Barnacle Goose	Volker Arnold	Germany	54.068	8.976	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"27706	Branta	leucopsis	Barnacle Goose	Willem-Pier Vellinga	Netherlands	53.468226	6.145992	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"27166	Branta	leucopsis	Barnacle Goose	Patrik berg	Sweden	56.2237	16.4231	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"164607	Branta	leucopsis	Barnacle Goose	Tero Linjama	Finland	60.4849	27.7396	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"28529	Branta	ruficollis	Red-breasted Goose	Stuart Fisher	United Kingdom	51	-0.2303	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"101103	Branta	ruficollis	Red-breasted Goose	Sander Bot	Netherlands	53.4714	6.1378	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"42885	Buteo	buteo	Common Buzzard	Stuart Fisher	United Kingdom	56.992	-3.8881	begging calls of a juvenile	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"43149	Buteo	buteo	Common Buzzard	Stuart Fisher	United Kingdom	51.2478	-0.4284	call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"167120	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.1256	-0.5706	female, flight call, male	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"167473	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.125	-0.5742	flight call, male	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"167507	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.1248	-0.5719	flight call, male	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"167508	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.1248	-0.5719	flight call, male	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"167510	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.1248	-0.5719	flight call, male	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"179895	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.125	-0.5742	call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"179896	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.125	-0.5742	call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"179897	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.125	-0.5742	call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"179898	Buteo	buteo	Common Buzzard	david m	United Kingdom	54.125	-0.5742	call, female, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"157473	Calidris	alpina	Dunlin	Mathieu Taillade	France	44.6476	-1.1253	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"64738	Calidris	alpina	Dunlin	Patrik berg	Sweden	68.471	20.9	Call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"118363	Calidris	alpina	Dunlin	Marco Dragonetti	Italy	42.6683	11.0069	flight call	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"149416	Calidris	alpina	Dunlin	Paul Marvin	United States	32.7802	-117.2154	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"180425	Calidris	alpina	Dunlin	Stein . Nilsen	Norway	78.2185	15.6479	call, song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"83894	Calidris	alpina	Dunlin	Patrik berg	Iceland	63.921	-20.764	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"37496	Calidris	alpina	Dunlin	David Farrow	United Kingdom	52.951534	1.089535	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"156058	Calidris	alpina	Dunlin	Volker Arnold	Germany	54.064	8.964	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"172379	Calidris	alpina	Dunlin	Michele Peron	France	48.6299	-3.8423	call	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"161086	Calidris	alpina	Dunlin	Paul Marvin	United States	28.6812	-80.6943	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"139703	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	United States	71.2564	-156.5514	display	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"37992	Calidris	melanotos	Pectoral Sandpiper	Dougie Preston	United Kingdom			flight call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"141707	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	United States	64.4669	-164.7537	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"147096	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	Bolivia	-11.0189	-66.0995	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"113150	Calidris	melanotos	Pectoral Sandpiper	Tayler Brooks	United States	46.9459	-124.1499	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"139702	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	United States	71.2564	-156.5514	display	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"147095	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	Bolivia	-11.0189	-66.0995	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"139704	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	United States	71.251	-156.7719	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"147097	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	Bolivia	-11.0189	-66.0995	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"109918	Calidris	melanotos	Pectoral Sandpiper	Andrew Spencer	United States	46.9459	-124.1499	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"156388	Caprimulgus	europaeus	European Nightjar	Jack Berteau	France	46.5874	0.2243	male, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"187141	Caprimulgus	europaeus	European Nightjar	Frank Lambert	United Kingdom	51.0602	0.0215	song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"187142	Caprimulgus	europaeus	European Nightjar	Frank Lambert	United Kingdom	51.0602	0.0215	song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"37735	Caprimulgus	europaeus	European Nightjar	Andrew McCafferty	United Kingdom	50.8081	-1.7092	flight call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"37545	Caprimulgus	europaeus	European Nightjar	Andrew McCafferty	United Kingdom	50.8081	-1.7092	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"181356	Caprimulgus	europaeus	European Nightjar	N Duggan	United Kingdom	51.846	-2.5214	call	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"67229	Caprimulgus	europaeus	European Nightjar	Patrik berg	Sweden	58.4762	14.3726	Song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"34898	Caprimulgus	europaeus	European Nightjar	Mark Harper	United Kingdom	53.2112	-1.0717	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"187140	Caprimulgus	europaeus	European Nightjar	Frank Lambert	United Kingdom	51.0602	0.0215	song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"181759	Caprimulgus	europaeus	European Nightjar	Richard Dunn	United Kingdom	54.88	-2.0287	song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"183036	Caprimulgus	europaeus	European Nightjar	Stuart Fisher	United Kingdom	51.0574	0.0992	song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"37501	Caprimulgus	europaeus	European Nightjar	David Farrow	United Kingdom	52.65806	1.051941	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"176382	Caprimulgus	europaeus	European Nightjar	Samuel Jones	United Kingdom	51.3345	-0.5559	song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"27039	Caprimulgus	europaeus	European Nightjar	Patrik berg	Sweden	58.4392	14.3298	Song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"97792	Carduelis	carduelis	European Goldfinch	Richard Dunn	United Kingdom	55.239	-1.566	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"145542	Carduelis	carduelis	European Goldfinch	Patrik berg	United Kingdom	52.9382	1.1089	call	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"180744	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"180745	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"180746	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"29468	Carduelis	carduelis	European Goldfinch	Stuart Fisher	United Kingdom	51.2887	-0.5267	male singing in flight	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"181537	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"65798	Carduelis	carduelis	European Goldfinch	Richard Dunn	United Kingdom	55.263	-1.569	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"177705	Carduelis	carduelis	European Goldfinch	Martin Hind	United Kingdom	57.6615	-4.015	male, song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"181290	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"170284	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.1246	-0.5454	call, flight call, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"169006	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"169007	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"188721	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"188722	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, male, song	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"42174	Carduelis	carduelis	European Goldfinch	Stuart Fisher	United Kingdom	52.7601	0.2973	winter song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"179909	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.129	-0.548	call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"169004	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"188837	Carduelis	carduelis	European Goldfinch	David Darrell-Lambert	United Kingdom	51.4834	0.2942	call	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"94565	Carduelis	carduelis	European Goldfinch	Frank Lambert	United Kingdom	50.889	0.422	song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"94566	Carduelis	carduelis	European Goldfinch	Frank Lambert	United Kingdom	50.889	0.422	song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"94567	Carduelis	carduelis	European Goldfinch	Frank Lambert	United Kingdom	50.889	0.422	song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"180726	Carduelis	carduelis	European Goldfinch	david m	United Kingdom	54.12	-0.5445	call, flight call, male	http://creativecommons.org/licenses/by-nc-nd/4.0/"
"133880	Carduelis	carduelis	European Goldfinch	Mike Nelson	United Kingdom	55.9937	-3.5605	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"133885	Carduelis	carduelis	European Goldfinch	Mike Nelson	United Kingdom	55.9964	-3.4671	flight call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"133886	Carduelis	carduelis	European Goldfinch	Mike Nelson	United Kingdom	56.0058	-3.5162	flight call, song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"36737	Carpodacus	erythrinus	Common Rosefinch	Tomas Belka	Poland	53.5001	22.7334	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"36741	Carpodacus	erythrinus	Common Rosefinch	Tomas Belka	Poland	53.5001	22.7334	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"28006	Carpodacus	erythrinus	Common Rosefinch	Mathias Ritschard	Germany	47.6348	11.3334	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"84151	Carpodacus	erythrinus	Common Rosefinch	Alexander Lees	United Kingdom	60.133	-2.051	song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"78638	Carpodacus	erythrinus	Common Rosefinch	Dougie Preston	United Kingdom	60.3539	-1.2689	call, song	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"53811	Carpodacus	erythrinus	Common Rosefinch	Niels Krabbe	Sweden	56.4334	12.5667	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"136660	Carpodacus	erythrinus	Common Rosefinch	Krzysztof Deoniziak	Poland	52.7001	23.8501	male, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"129461	Carpodacus	erythrinus	Common Rosefinch	Mathias Ritschard	Poland	52.7167	23.8334	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"25110	Carpodacus	erythrinus	Common Rosefinch	Niels Krabbe	Finland	64.9501	25.3834	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"179955	Carpodacus	erythrinus	Common Rosefinch	Tim Jones	United Kingdom	53.6327	0.1051	song	http://creativecommons.org/licenses/by-nc-sa/4.0/"
"48276	Cepphus	grylle	Black Guillemot	Hugh Harrop	United Kingdom	60.017	-1.3328	display call	http://creativecommons.org/licenses/by-nc-nd/2.5/"
"135860	Cepphus	grylle	Black Guillemot	Fernand DEROUSSEN	Norway	79.271	11.5796	call, juvenile, song	http://creativecommons.org/licenses/by-nc-nd/3.0/"
"37422	Cepphus	grylle	Black Guillemot	David Farrow	United Kingdom	55.642337	-4.814072	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"146753	Certhia	familiaris	Eurasian Treecreeper	David Darrell-Lambert	United Kingdom	51.5826	-0.1426	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"25733	Certhia	familiaris	Eurasian Treecreeper	Niels Krabbe	Denmark	55.7834	12.5667	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
"130409	Certhia	familiaris	Eurasian Treecreeper	Jelmer Poelstra	Sweden	60.257	17.2172	song	http://creativecommons.org/licenses/by-nc-sa/3.0/"
